Комиссия,УИК,"Число избирателей, внесенных в список избирателей на момент окончания голосования","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования",Число погашенных избирательных бюллетеней,"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования","Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования",Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Амосов Михаил Иванович,Амосов Михаил Иванович %,Беглов Александр Дмитриевич,Беглов Александр Дмитриевич %,Тихонова Надежда Геннадьевна,Тихонова Надежда Геннадьевна %
Территориальная избирательная комиссия №14,УИК №282,2799,2500,655,15,1830,15,655,15,655,0,0,136,20.30,382,57.01,137,20.45
Территориальная избирательная комиссия №14,УИК №283,2457,2500,540,12,1949,12,540,23,529,0,1,75,13.59,348,63.04,106,19.20
Территориальная избирательная комиссия №14,УИК №284,1950,2000,455,11,1534,11,453,12,452,0,0,56,12.07,278,59.91,118,25.43
Территориальная избирательная комиссия №14,УИК №285,2212,2000,581,29,1390,29,581,12,598,0,0,97,15.90,366,60.00,135,22.13
Территориальная избирательная комиссия №14,УИК №286,1343,1000,363,25,612,25,363,16,372,0,0,74,19.07,226,58.25,72,18.56
Территориальная избирательная комиссия №14,УИК №287,2266,2000,510,19,1471,19,510,21,508,0,0,78,14.74,322,60.87,108,20.42
Территориальная избирательная комиссия №14,УИК №288,1910,1500,470,17,1013,17,470,14,473,0,0,116,23.82,247,50.72,110,22.59
Территориальная избирательная комиссия №14,УИК №289,2033,1500,959,21,520,21,959,31,949,0,0,118,12.04,542,55.31,289,29.49
Территориальная избирательная комиссия №14,УИК №290,1910,1500,951,55,494,55,949,25,979,0,0,113,11.25,690,68.73,176,17.53
Территориальная избирательная комиссия №14,УИК №291,1175,1000,309,3,688,3,308,12,299,0,0,52,16.72,179,57.56,68,21.86
Территориальная избирательная комиссия №14,УИК №292,768,700,246,18,436,18,246,4,260,0,0,47,17.80,163,61.74,50,18.94
Территориальная избирательная комиссия №14,УИК №293,1521,1000,357,91,554,91,357,7,441,0,2,32,7.14,295,65.85,114,25.45
Территориальная избирательная комиссия №14,УИК №294,2915,2500,711,42,1747,42,682,13,711,0,0,99,13.67,453,62.57,159,21.96
Территориальная избирательная комиссия №14,УИК №295,1003,1000,388,25,587,25,381,11,395,0,0,71,17.49,265,65.27,59,14.53
Территориальная избирательная комиссия №14,УИК №296,836,1000,258,8,734,8,258,5,261,0,0,40,15.04,174,65.41,47,17.67
Территориальная избирательная комиссия №14,УИК №297,2343,2000,675,0,1325,0,674,22,652,0,0,68,10.09,432,64.09,152,22.55
Территориальная избирательная комиссия №14,УИК №298,2142,2000,718,1,1281,1,718,14,705,0,0,93,12.93,423,58.83,189,26.29
Территориальная избирательная комиссия №14,УИК №299,2331,2000,653,1,1346,1,653,11,643,0,0,65,9.94,438,66.97,140,21.41
Территориальная избирательная комиссия №14,УИК №300,2364,2000,754,1,1245,1,754,19,736,0,0,96,12.72,480,63.58,160,21.19
Территориальная избирательная комиссия №14,УИК №301,2337,2000,699,3,1298,3,698,23,678,0,0,73,10.41,496,70.76,109,15.55
Территориальная избирательная комиссия №14,УИК №302,2131,2000,534,0,1466,0,484,10,474,0,0,93,19.21,230,47.52,151,31.20
Территориальная избирательная комиссия №14,УИК №303,1551,1500,424,2,1074,2,423,13,412,0,0,81,19.06,206,48.47,125,29.41
Территориальная избирательная комиссия №14,УИК №304,1948,1500,467,4,1029,4,464,15,453,0,0,101,21.58,221,47.22,131,27.99
Территориальная избирательная комиссия №14,УИК №305,2947,2500,764,10,1726,10,763,34,739,0,0,191,24.71,338,43.73,210,27.17
Территориальная избирательная комиссия №14,УИК №306,2735,2000,627,5,1368,5,627,15,617,0,0,135,21.36,307,48.58,175,27.69
Территориальная избирательная комиссия №14,УИК №307,1991,1500,475,1,1024,1,475,11,465,0,0,130,27.31,190,39.92,145,30.46
Территориальная избирательная комиссия №14,УИК №308,1682,1500,368,2,1130,2,343,4,341,0,0,64,18.55,162,46.96,115,33.33
Территориальная избирательная комиссия №14,УИК №309,1225,1500,375,11,1114,11,375,10,376,0,0,33,8.55,271,70.21,72,18.65
Территориальная избирательная комиссия №14,УИК №310,2339,2000,518,1,1483,1,515,19,497,0,2,110,21.32,236,45.74,151,29.26
Территориальная избирательная комиссия №14,УИК №311,1531,1300,346,3,951,3,334,16,321,0,0,75,22.26,150,44.51,96,28.49
Территориальная избирательная комиссия №14,УИК №312,2584,2000,618,7,1375,7,618,10,615,0,0,136,21.76,279,44.64,200,32.00
Территориальная избирательная комиссия №14,УИК №313,1659,1500,362,3,1135,3,359,8,354,0,0,78,21.55,170,46.96,106,29.28
Территориальная избирательная комиссия №14,УИК №314,1876,1500,438,6,1056,6,438,11,433,0,0,100,22.52,207,46.62,126,28.38
Территориальная избирательная комиссия №14,УИК №315,1583,1500,346,0,1154,0,346,5,341,0,0,88,25.43,159,45.95,94,27.17
Территориальная избирательная комиссия №15,УИК №1220,1827,1500,589,12,899,12,589,15,586,0,0,85,14.14,417,69.38,84,13.98
Территориальная избирательная комиссия №15,УИК №1221,1720,1300,496,181,623,181,496,16,661,0,0,64,9.45,512,75.63,85,12.56
Территориальная избирательная комиссия №15,УИК №1222,1657,1200,477,17,706,17,477,15,479,0,0,67,13.56,342,69.23,70,14.17
Территориальная избирательная комиссия №15,УИК №1223,1719,1300,557,14,729,14,557,20,551,0,0,72,12.61,381,66.73,98,17.16
Территориальная избирательная комиссия №15,УИК №1224,711,500,242,4,254,4,242,6,240,0,0,27,10.98,182,73.98,31,12.60
Территориальная избирательная комиссия №15,УИК №1225,1126,1000,380,11,609,11,380,7,384,0,0,59,15.09,267,68.29,58,14.83
Территориальная избирательная комиссия №15,УИК №1226,2309,1800,1024,72,704,72,1024,38,1058,0,0,101,9.22,754,68.80,203,18.52
Территориальная избирательная комиссия №15,УИК №1227,1791,1300,586,81,633,81,586,15,652,0,0,63,9.45,511,76.61,78,11.69
Территориальная избирательная комиссия №15,УИК №1228,1491,1100,469,19,612,19,469,22,466,0,0,48,9.84,338,69.26,80,16.39
Территориальная избирательная комиссия №15,УИК №1229,1839,1400,1046,67,287,67,1046,25,1088,0,0,203,18.24,667,59.93,218,19.59
Территориальная избирательная комиссия №15,УИК №1230,1919,1500,631,26,843,26,630,13,643,0,0,106,16.16,462,70.43,75,11.43
Территориальная избирательная комиссия №15,УИК №1231,1677,1200,613,48,539,48,613,25,636,0,0,81,12.25,449,67.93,106,16.04
Территориальная избирательная комиссия №15,УИК №1232,1814,1300,582,16,702,16,582,20,578,0,0,66,11.04,415,69.40,97,16.22
Территориальная избирательная комиссия №15,УИК №1233,2016,1500,1021,12,467,12,1021,23,1010,0,0,180,17.42,616,59.63,214,20.72
Территориальная избирательная комиссия №15,УИК №1234,2239,1600,683,6,911,6,683,19,670,0,0,57,8.27,529,76.78,84,12.19
Территориальная избирательная комиссия №15,УИК №1235,1986,1500,575,7,918,7,574,23,558,0,0,50,8.61,414,71.26,94,16.18
Территориальная избирательная комиссия №15,УИК №1236,1961,1400,598,36,766,36,598,9,625,0,0,69,10.88,456,71.92,100,15.77
Территориальная избирательная комиссия №15,УИК №1237,1785,1500,695,9,796,9,695,17,687,0,0,68,9.66,484,68.75,135,19.18
Территориальная избирательная комиссия №15,УИК №1238,1171,1000,374,6,620,6,374,10,370,0,0,57,15.00,251,66.05,62,16.32
Территориальная избирательная комиссия №15,УИК №2293,203,300,151,52,97,52,151,10,193,0,0,20,9.85,142,69.95,31,15.27
Территориальная избирательная комиссия №15,УИК №2342,171,200,116,0,84,0,116,4,112,0,0,20,17.24,70,60.34,22,18.97
Территориальная избирательная комиссия №15,УИК №2361,248,270,171,1,98,1,171,2,170,0,0,18,10.47,137,79.65,15,8.72
Территориальная избирательная комиссия №15,УИК №2362,347,400,237,22,141,22,237,13,246,0,0,18,6.95,199,76.83,29,11.20
Территориальная избирательная комиссия №15,УИК №2363,145,200,100,0,100,0,100,1,99,0,0,14,14.00,74,74.00,11,11.00
Территориальная избирательная комиссия №15,УИК №2364,120,150,101,0,49,0,101,4,97,0,0,19,18.81,65,64.36,13,12.87
Территориальная избирательная комиссия №15,УИК №2365,115,130,94,1,35,1,94,4,91,0,0,13,13.68,64,67.37,14,14.74
Территориальная избирательная комиссия №15,УИК №2366,170,200,109,0,91,0,109,0,109,0,0,14,12.84,79,72.48,16,14.68
Территориальная избирательная комиссия №15,УИК №2367,370,400,242,26,132,26,242,9,259,0,0,21,7.84,222,82.84,16,5.97
Территориальная избирательная комиссия №15,УИК №2368,362,400,264,4,132,4,264,7,261,0,0,18,6.72,211,78.73,32,11.94
Территориальная избирательная комиссия №15,УИК №2369,182,200,106,2,92,2,106,2,106,0,0,20,18.52,70,64.81,16,14.81
Территориальная избирательная комиссия №16,УИК №2180,1806,1500,705,10,785,10,705,16,699,0,0,165,23.08,368,51.47,166,23.22
Территориальная избирательная комиссия №16,УИК №2181,1880,1500,789,6,705,6,788,32,762,0,0,159,20.03,420,52.90,183,23.05
Территориальная избирательная комиссия №16,УИК №2182,1480,1250,384,9,857,9,384,13,380,0,0,116,29.52,196,49.87,68,17.30
Территориальная избирательная комиссия №16,УИК №2183,1528,1250,465,15,770,15,463,12,466,0,0,143,29.92,231,48.33,92,19.25
Территориальная избирательная комиссия №16,УИК №2184,2276,2000,588,31,1381,31,584,14,601,0,0,153,24.88,341,55.45,107,17.40
Территориальная избирательная комиссия №16,УИК №2185,1637,1250,362,49,839,49,362,11,400,0,0,90,21.90,238,57.91,72,17.52
Территориальная избирательная комиссия №16,УИК №2186,1984,1500,490,33,977,33,490,26,497,0,0,166,31.74,247,47.23,84,16.06
Территориальная избирательная комиссия №16,УИК №2187,1294,1000,437,4,558,4,437,14,427,1,0,126,28.57,230,52.15,71,16.10
Территориальная избирательная комиссия №16,УИК №2188,1363,1000,423,17,560,17,420,35,402,0,0,104,23.80,207,47.37,91,20.82
Территориальная избирательная комиссия №16,УИК №2189,1449,1000,537,21,442,21,514,26,509,0,0,142,26.54,290,54.21,77,14.39
Территориальная избирательная комиссия №16,УИК №2190,1661,1250,546,8,696,8,545,20,533,0,0,146,26.40,294,53.16,93,16.82
Территориальная избирательная комиссия №16,УИК №2191,1213,1000,319,2,679,2,318,13,307,0,0,104,32.50,161,50.31,42,13.13
Территориальная избирательная комиссия №16,УИК №2192,1828,1500,479,13,1008,13,479,18,474,0,0,140,28.46,245,49.80,89,18.09
Территориальная избирательная комиссия №16,УИК №2193,2036,1500,527,10,963,10,519,20,509,0,0,128,24.20,281,53.12,100,18.90
Территориальная избирательная комиссия №16,УИК №2194,2410,2000,517,15,1468,15,513,17,511,0,0,159,30.11,248,46.97,104,19.70
Территориальная избирательная комиссия №16,УИК №2195,1426,1000,408,18,574,18,408,10,416,0,0,111,26.06,237,55.63,68,15.96
Территориальная избирательная комиссия №16,УИК №2196,1757,1500,486,8,1006,8,485,19,474,0,0,119,24.14,251,50.91,104,21.10
Территориальная избирательная комиссия №16,УИК №2197,1449,1250,343,16,891,16,342,9,349,0,0,76,21.23,197,55.03,76,21.23
Территориальная избирательная комиссия №16,УИК №2198,1425,1250,351,8,891,8,351,13,346,0,0,101,28.13,174,48.47,71,19.78
Территориальная избирательная комиссия №16,УИК №2199,1792,1500,487,12,1001,12,487,16,483,0,0,120,24.05,259,51.90,104,20.84
Территориальная избирательная комиссия №16,УИК №2200,1229,1000,278,22,700,22,276,16,282,0,0,87,29.19,152,51.01,43,14.43
Территориальная избирательная комиссия №16,УИК №2201,1439,1200,414,41,745,41,411,6,446,0,0,100,22.12,264,58.41,82,18.14
Территориальная избирательная комиссия №16,УИК №2202,1938,1500,534,17,949,17,533,21,529,0,0,158,28.73,279,50.73,92,16.73
Территориальная избирательная комиссия №16,УИК №2203,1232,1000,400,9,591,9,399,17,391,0,0,87,21.32,212,51.96,92,22.55
Территориальная избирательная комиссия №16,УИК №2204,1205,1000,431,14,555,14,429,14,429,0,0,93,20.99,255,57.56,81,18.28
Территориальная избирательная комиссия №16,УИК №2205,2134,2000,633,26,1341,26,632,23,635,0,0,144,21.88,343,52.13,148,22.49
Территориальная избирательная комиссия №16,УИК №2206,1547,1250,376,7,867,7,375,10,372,0,0,115,30.10,192,50.26,65,17.02
Территориальная избирательная комиссия №16,УИК №2207,1302,1000,343,12,645,12,343,11,344,0,0,83,23.38,214,60.28,47,13.24
Территориальная избирательная комиссия №16,УИК №2208,1545,1250,416,13,821,13,414,13,414,0,0,108,25.29,247,57.85,59,13.82
Территориальная избирательная комиссия №16,УИК №2209,2128,2000,516,18,1466,18,516,26,508,0,0,137,25.66,278,52.06,93,17.42
Территориальная избирательная комиссия №16,УИК №2210,2034,1500,576,15,909,15,576,18,573,0,0,154,26.06,326,55.16,93,15.74
Территориальная избирательная комиссия №16,УИК №2211,1710,1500,415,7,1078,7,415,21,401,0,0,100,23.70,223,52.84,78,18.48
Территориальная избирательная комиссия №16,УИК №2212,1296,1000,263,7,730,7,262,6,263,0,0,71,26.39,142,52.79,50,18.59
Территориальная избирательная комиссия №16,УИК №2213,1487,1250,397,10,843,10,396,6,400,0,0,95,23.40,222,54.68,83,20.44
Территориальная избирательная комиссия №16,УИК №2214,2046,1500,541,8,952,8,539,14,533,0,1,102,18.65,307,56.12,124,22.67
Территориальная избирательная комиссия №16,УИК №2215,2168,2000,599,14,1387,14,599,30,583,0,0,132,21.53,332,54.16,119,19.41
Территориальная избирательная комиссия №16,УИК №2216,1379,1200,403,18,779,18,403,10,411,0,0,118,28.03,229,54.39,64,15.20
Территориальная избирательная комиссия №16,УИК №2217,1666,1500,391,7,1102,7,391,13,385,0,0,118,29.65,204,51.26,63,15.83
Территориальная избирательная комиссия №16,УИК №2218,1627,1500,374,14,1112,14,374,6,382,0,0,93,23.97,223,57.47,66,17.01
Территориальная избирательная комиссия №16,УИК №2219,2074,1700,456,12,1232,12,456,18,450,0,0,112,23.93,263,56.20,75,16.03
Территориальная избирательная комиссия №16,УИК №2220,2078,1700,473,22,1205,22,472,18,476,0,0,122,24.70,258,52.23,96,19.43
Территориальная избирательная комиссия №16,УИК №2221,1993,1500,506,13,981,13,505,17,501,0,0,120,23.17,283,54.63,98,18.92
Территориальная избирательная комиссия №16,УИК №2222,1700,1500,364,19,1117,19,364,15,368,0,0,91,23.76,203,53.00,74,19.32
Территориальная избирательная комиссия №16,УИК №2223,2127,1700,479,7,1214,7,477,16,468,0,0,117,24.17,273,56.40,78,16.12
Территориальная избирательная комиссия №16,УИК №2224,1536,1250,364,7,879,7,362,8,361,0,0,74,20.05,221,59.89,66,17.89
Территориальная избирательная комиссия №16,УИК №2225,2189,2000,530,12,1458,12,529,20,521,0,0,124,22.92,272,50.28,125,23.11
Территориальная избирательная комиссия №16,УИК №2226,521,700,295,192,213,192,295,22,465,0,0,59,12.11,329,67.56,77,15.81
Территориальная избирательная комиссия №17,УИК №512,1852,1500,430,3,1067,3,430,14,419,0,0,92,21.25,230,53.12,97,22.40
Территориальная избирательная комиссия №17,УИК №513,1319,1000,306,6,688,6,306,2,310,0,0,59,18.91,186,59.62,65,20.83
Территориальная избирательная комиссия №17,УИК №514,1599,1500,335,29,1136,29,335,7,357,0,0,63,17.31,221,60.71,73,20.05
Территориальная избирательная комиссия №17,УИК №515,2478,2000,430,15,1555,15,430,11,434,0,0,60,13.48,291,65.39,83,18.65
Территориальная избирательная комиссия №17,УИК №516,1961,1500,485,5,1010,5,485,9,481,0,0,85,17.35,308,62.86,88,17.96
Территориальная избирательная комиссия №17,УИК №517,2146,2000,569,9,1422,9,565,10,564,0,0,121,21.08,346,60.28,97,16.90
Территориальная избирательная комиссия №17,УИК №518,2291,2000,524,6,1470,6,523,14,515,0,0,78,14.74,349,65.97,88,16.64
Территориальная избирательная комиссия №17,УИК №519,2138,2000,503,11,1486,11,496,19,488,0,0,100,19.72,282,55.62,106,20.91
Территориальная избирательная комиссия №17,УИК №520,2283,2000,648,9,1343,9,648,13,644,0,0,113,17.20,414,63.01,117,17.81
Территориальная избирательная комиссия №17,УИК №521,2478,2000,671,20,1309,20,671,23,668,0,0,107,15.48,418,60.49,143,20.69
Территориальная избирательная комиссия №17,УИК №522,2747,2500,680,23,1797,23,680,24,679,0,0,128,18.21,421,59.89,130,18.49
Территориальная избирательная комиссия №17,УИК №523,2183,2000,597,16,1387,16,597,11,602,0,0,99,16.15,393,64.11,110,17.94
Территориальная избирательная комиссия №17,УИК №524,2052,2000,613,7,1380,7,613,12,608,0,0,76,12.26,456,73.55,76,12.26
Территориальная избирательная комиссия №17,УИК №525,2551,2000,622,10,1368,10,622,16,616,0,0,113,17.88,373,59.02,130,20.57
Территориальная избирательная комиссия №17,УИК №526,2117,2000,618,6,1376,6,618,8,616,0,0,89,14.26,426,68.27,101,16.19
Территориальная избирательная комиссия №17,УИК №527,2009,1500,521,16,963,16,520,12,524,0,0,87,16.23,335,62.50,102,19.03
Территориальная избирательная комиссия №17,УИК №528,1768,1500,496,14,990,14,496,9,501,0,0,102,20.00,323,63.33,76,14.90
Территориальная избирательная комиссия №17,УИК №529,2184,2000,542,11,1447,11,542,17,536,0,0,99,17.90,324,58.59,113,20.43
Территориальная избирательная комиссия №17,УИК №530,2369,2000,634,12,1354,12,633,16,629,0,0,108,16.74,385,59.69,136,21.09
Территориальная избирательная комиссия №17,УИК №531,2473,2000,738,16,1246,16,738,20,734,0,0,113,14.99,484,64.19,137,18.17
Территориальная избирательная комиссия №17,УИК №532,2297,2000,527,9,1464,9,526,15,520,0,0,55,10.28,383,71.59,82,15.33
Территориальная избирательная комиссия №17,УИК №533,2693,2000,693,21,1286,21,693,22,692,0,0,102,14.29,465,65.13,125,17.51
Территориальная избирательная комиссия №17,УИК №534,2826,2500,1149,15,1336,15,1149,119,1045,0,0,104,8.93,784,67.35,157,13.49
Территориальная избирательная комиссия №17,УИК №535,2542,2000,563,10,1427,10,561,13,558,0,0,104,18.21,355,62.17,99,17.34
Территориальная избирательная комиссия №17,УИК №536,2531,2000,609,13,1378,13,608,22,599,0,0,90,14.49,394,63.45,115,18.52
Территориальная избирательная комиссия №17,УИК №537,2196,2000,574,14,1412,14,574,20,568,0,0,97,16.50,368,62.59,103,17.52
Территориальная избирательная комиссия №17,УИК №538,2651,2000,491,5,1504,5,490,19,476,0,0,77,15.56,277,55.96,122,24.65
Территориальная избирательная комиссия №17,УИК №539,1962,1500,584,9,907,9,583,13,579,0,0,80,13.51,427,72.13,72,12.16
Территориальная избирательная комиссия №17,УИК №540,2756,2000,580,22,1398,22,551,13,560,0,0,127,22.16,285,49.74,148,25.83
Территориальная избирательная комиссия №17,УИК №541,2869,2500,686,8,1806,8,686,15,679,0,0,152,21.90,351,50.58,176,25.36
Территориальная избирательная комиссия №17,УИК №542,2566,2000,589,9,1402,9,588,11,586,0,0,102,17.09,364,60.97,120,20.10
Территориальная избирательная комиссия №17,УИК №543,2422,2000,666,11,1323,11,665,18,658,0,0,113,16.72,396,58.58,149,22.04
Территориальная избирательная комиссия №17,УИК №544,2375,2000,684,9,1307,9,677,23,663,0,0,118,17.20,407,59.33,138,20.12
Территориальная избирательная комиссия №17,УИК №545,1644,1500,459,92,949,92,459,18,533,0,0,72,13.07,382,69.33,79,14.34
Территориальная избирательная комиссия №17,УИК №546,1513,1500,420,14,1066,14,420,8,426,0,0,72,16.59,291,67.05,63,14.52
Территориальная избирательная комиссия №17,УИК №547,2316,2000,589,6,1405,6,587,3,590,0,0,68,11.47,419,70.66,103,17.37
Территориальная избирательная комиссия №17,УИК №548,3421,3000,1308,32,1660,32,1302,34,1300,0,0,220,16.49,772,57.87,308,23.09
Территориальная избирательная комиссия №17,УИК №549,2019,1500,437,10,1053,10,433,13,430,0,0,98,22.12,255,57.56,77,17.38
Территориальная избирательная комиссия №17,УИК №550,2049,1500,491,10,999,10,491,10,491,0,0,104,20.76,307,61.28,80,15.97
Территориальная избирательная комиссия №17,УИК №551,1880,1500,414,7,1079,7,404,17,394,0,0,63,15.33,259,63.02,72,17.52
Территориальная избирательная комиссия №17,УИК №552,2098,2000,569,9,1422,9,538,23,524,0,0,96,17.55,329,60.15,99,18.10
Территориальная избирательная комиссия №17,УИК №553,1850,1500,436,2,1062,2,429,12,419,0,0,90,20.88,262,60.79,67,15.55
Территориальная избирательная комиссия №17,УИК №554,1446,1000,368,5,627,5,329,9,325,0,0,77,23.05,183,54.79,65,19.46
Территориальная избирательная комиссия №17,УИК №555,2378,2000,705,11,1284,11,676,10,677,0,0,137,19.94,429,62.45,111,16.16
Территориальная избирательная комиссия №17,УИК №556,2355,2000,700,4,1296,4,696,22,678,0,0,170,24.29,395,56.43,113,16.14
Территориальная избирательная комиссия №17,УИК №557,2107,2000,527,12,1461,12,515,12,515,0,0,117,22.20,328,62.24,70,13.28
Территориальная избирательная комиссия №17,УИК №558,2036,2000,551,10,1439,10,549,20,539,0,0,125,22.36,325,58.14,89,15.92
Территориальная избирательная комиссия №17,УИК №559,2401,2000,638,14,1348,14,638,17,635,0,0,157,24.08,381,58.44,97,14.88
Территориальная избирательная комиссия №17,УИК №560,1558,1500,453,3,1044,3,452,14,441,0,0,158,34.73,227,49.89,56,12.31
Территориальная избирательная комиссия №17,УИК №561,2427,2000,595,4,1401,4,582,30,556,0,0,173,29.52,277,47.27,106,18.09
Территориальная избирательная комиссия №17,УИК №562,2572,2000,760,1,1239,1,726,25,702,0,0,259,35.63,336,46.22,107,14.72
Территориальная избирательная комиссия №17,УИК №563,2667,2000,750,9,1241,9,748,21,736,0,0,201,26.55,427,56.41,108,14.27
Территориальная избирательная комиссия №17,УИК №564,1840,1500,449,8,1043,8,434,11,431,0,0,109,24.66,247,55.88,75,16.97
Территориальная избирательная комиссия №17,УИК №565,2805,2000,800,4,1196,4,796,21,779,0,0,246,30.75,403,50.38,130,16.25
Территориальная избирательная комиссия №17,УИК №566,2634,2000,704,6,1290,6,704,15,695,0,0,252,35.49,336,47.32,107,15.07
Территориальная избирательная комиссия №17,УИК №567,2206,2000,635,8,1357,8,635,25,618,0,0,267,41.52,284,44.17,67,10.42
Территориальная избирательная комиссия №17,УИК №568,2290,2000,698,5,1297,5,698,15,688,0,0,226,32.15,413,58.75,49,6.97
Территориальная избирательная комиссия №17,УИК №569,2094,2000,613,8,1379,8,613,13,608,0,0,185,29.79,325,52.33,98,15.78
Территориальная избирательная комиссия №17,УИК №570,1706,1500,466,3,1031,3,463,11,455,0,0,122,26.18,254,54.51,79,16.95
Территориальная избирательная комиссия №17,УИК №571,1394,1000,471,3,526,3,421,10,414,0,0,152,35.85,166,39.15,96,22.64
Территориальная избирательная комиссия №17,УИК №572,3173,2500,856,6,1638,6,850,15,841,0,0,220,25.70,273,31.89,348,40.65
Территориальная избирательная комиссия №17,УИК №573,1831,2000,1808,14,178,14,1808,37,1785,0,0,133,7.30,1330,72.99,322,17.67
Территориальная избирательная комиссия №17,УИК №574,1819,1500,446,0,1054,0,444,7,437,0,0,103,23.20,170,38.29,164,36.94
Территориальная избирательная комиссия №17,УИК №575,2298,2000,621,0,1379,0,621,11,610,0,0,130,20.93,297,47.83,183,29.47
Территориальная избирательная комиссия №17,УИК №2283,2531,2000,641,3,1356,3,641,6,638,0,0,117,18.17,215,33.39,306,47.52
Территориальная избирательная комиссия №17,УИК №2284,235,500,235,0,265,0,235,11,224,0,0,17,7.23,165,70.21,42,17.87
Территориальная избирательная комиссия №17,УИК №2318,310,350,211,0,139,0,211,24,187,0,0,15,7.11,165,78.20,7,3.32
Территориальная избирательная комиссия №17,УИК №2319,203,300,165,0,135,0,164,1,163,1,1,28,17.07,111,67.68,24,14.63
Территориальная избирательная комиссия №17,УИК №2373,260,300,196,9,95,9,195,3,201,0,0,31,15.20,149,73.04,21,10.29
Территориальная избирательная комиссия №17,УИК №2374,255,300,213,13,74,13,213,2,224,0,0,38,16.81,165,73.01,21,9.29
Территориальная избирательная комиссия №17,УИК №2375,221,300,171,2,127,2,171,0,173,0,0,48,27.75,109,63.01,16,9.25
Территориальная избирательная комиссия №18,УИК №1612,1438,1000,776,7,217,7,701,22,686,0,0,104,14.69,517,73.02,65,9.18
Территориальная избирательная комиссия №18,УИК №1613,1196,900,499,2,399,2,499,16,485,0,0,79,15.77,351,70.06,55,10.98
Территориальная избирательная комиссия №18,УИК №1614,1716,1200,556,12,632,12,509,14,507,0,0,113,21.69,316,60.65,78,14.97
Территориальная избирательная комиссия №18,УИК №1615,1771,1200,605,25,570,25,599,19,605,0,0,102,16.35,423,67.79,80,12.82
Территориальная избирательная комиссия №18,УИК №1616,1770,1300,909,53,338,53,878,11,920,0,0,92,9.88,789,84.75,39,4.19
Территориальная избирательная комиссия №18,УИК №1617,1462,1100,687,7,406,7,673,3,677,0,0,35,5.15,626,92.06,16,2.35
Территориальная избирательная комиссия №18,УИК №1618,1375,1150,1005,6,139,6,1005,25,986,0,0,57,5.64,869,85.95,60,5.93
Территориальная избирательная комиссия №18,УИК №1619,1899,1200,603,9,588,9,602,22,589,0,0,123,20.13,366,59.90,100,16.37
Территориальная избирательная комиссия №18,УИК №1620,2171,1500,859,59,582,59,859,28,890,0,0,120,13.07,678,73.86,92,10.02
Территориальная избирательная комиссия №18,УИК №1621,1853,1300,872,31,397,31,872,19,884,0,0,133,14.73,677,74.97,74,8.19
Территориальная избирательная комиссия №18,УИК №1622,2240,1600,950,9,641,9,941,22,928,0,0,118,12.42,718,75.58,92,9.68
Территориальная избирательная комиссия №18,УИК №1623,1318,1000,716,0,284,0,701,3,698,0,0,41,5.85,596,85.02,61,8.70
Территориальная избирательная комиссия №18,УИК №1624,1843,1300,727,39,534,39,717,12,744,0,0,116,15.34,543,71.83,85,11.24
Территориальная избирательная комиссия №18,УИК №1625,1755,1300,698,43,559,43,687,33,697,0,0,121,16.58,507,69.45,69,9.45
Территориальная избирательная комиссия №18,УИК №1626,977,700,552,8,140,8,552,8,552,0,0,24,4.29,503,89.82,25,4.46
Территориальная избирательная комиссия №18,УИК №1627,1559,1100,841,15,244,15,841,20,836,0,0,141,16.47,614,71.73,81,9.46
Территориальная избирательная комиссия №18,УИК №1628,2187,1600,1111,5,484,5,1111,8,1108,0,0,92,8.24,927,83.06,89,7.97
Территориальная избирательная комиссия №18,УИК №1629,1185,900,400,2,498,2,336,23,315,0,0,78,23.08,190,56.21,47,13.91
Территориальная избирательная комиссия №18,УИК №1630,1403,1000,716,3,281,3,642,13,632,0,0,116,17.98,455,70.54,61,9.46
Территориальная избирательная комиссия №18,УИК №1631,2097,1500,701,0,799,0,620,13,607,0,0,112,18.06,400,64.52,95,15.32
Территориальная избирательная комиссия №18,УИК №1632,1926,1300,979,3,318,3,974,20,957,0,0,169,17.30,680,69.60,108,11.05
Территориальная избирательная комиссия №18,УИК №1633,1678,1200,659,2,539,2,648,19,631,0,0,64,9.85,490,75.38,77,11.85
Территориальная избирательная комиссия №18,УИК №1634,1139,700,604,3,93,3,601,5,599,0,0,56,9.27,477,78.97,66,10.93
Территориальная избирательная комиссия №18,УИК №1635,1441,1000,553,6,441,6,536,8,534,0,0,64,11.81,409,75.46,61,11.25
Территориальная избирательная комиссия №18,УИК №1636,1733,1350,1191,5,154,5,1159,19,1145,0,0,130,11.17,924,79.38,91,7.82
Территориальная избирательная комиссия №18,УИК №1637,2739,1700,978,23,699,23,941,30,934,0,0,190,19.71,582,60.37,162,16.80
Территориальная избирательная комиссия №18,УИК №1638,2198,1500,1141,6,353,6,1141,22,1125,0,0,139,12.12,876,76.37,110,9.59
